id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,quality
2172,6.0,0.6,0.2,2.4,0.075,15.0,50.0,0.9947,3.58,0.67,12.5,red,6.0
2834,6.8,0.2,0.24,4.9,0.092,30.0,123.0,0.9951,3.03,0.46,8.6,white,6.0
1286,6.4,0.1,0.47,1.6,0.092,40.0,158.0,0.9928,3.21,0.36,9.8,white,6.0
6350,8.6,0.7,0.24,6.6,0.117,31.0,134.0,1.0014,3.32,1.07,9.3,red,5.0
1908,7.3,0.4,0.37,1.1,0.043,36.0,113.0,0.991,3.39,0.48,12.7,white,8.0
5070,8.8,0.5,0.34,2.7,0.087,24.0,122.0,0.9982,3.26,0.61,9.5,red,5.0
2933,7.4,0.2,0.3,13.7,0.056,33.0,168.0,0.9982,2.9,0.44,8.7,white,7.0
1486,6.1,0.3,0.37,8.4,0.031,70.0,170.0,0.9934,3.42,0.4,11.7,white,8.0
4128,5.8,0.3,0.23,5.0,0.053,29.0,106.0,0.9946,3.13,0.52,9.0,white,5.0
1882,8.7,0.2,0.32,13.4,0.044,35.0,169.0,0.9998,3.12,0.47,8.8,white,7.0
2937,6.5,0.1,0.33,1.9,0.028,23.0,93.0,0.991,3.34,0.7,12.0,white,7.0
4329,6.8,0.3,0.24,7.8,0.052,54.0,214.0,0.9961,3.13,0.47,8.9,white,5.0
3839,6.9,0.5,0.3,2.2,0.088,9.0,105.0,0.9972,3.25,1.18,10.5,red,6.0
4457,10.0,0.3,0.54,1.9,0.083,42.0,74.0,0.9945,2.98,0.63,11.8,red,8.0
2773,11.9,0.4,0.65,2.15,0.068,7.0,27.0,0.9988,3.06,0.68,11.3,red,6.0
4055,8.6,0.2,0.46,1.0,0.054,9.0,72.0,0.9941,2.95,0.49,9.1,white,6.0
2437,7.8,0.2,0.46,12.6,0.042,41.0,143.0,1.0,3.24,0.76,8.5,white,8.0
1307,8.5,0.2,0.41,4.3,0.036,24.0,99.0,0.9947,3.18,0.53,9.7,white,6.0
2912,7.5,0.6,0.56,3.1,0.153,5.0,14.0,0.9948,3.21,1.03,11.6,red,6.0
987,6.5,0.5,0.06,2.0,0.063,29.0,44.0,0.9949,3.38,0.83,10.3,red,6.0
5726,7.8,0.2,0.37,1.0,0.043,10.0,80.0,0.9913,3.08,0.38,11.4,white,5.0
5554,7.8,0.4,0.56,1.0,0.04,8.0,84.0,0.9938,3.25,0.43,10.8,white,5.0
3931,7.7,1.0,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,red,5.0
31,7.4,0.4,0.33,2.4,0.068,9.0,26.0,0.9947,3.36,0.6,11.9,red,6.0
2800,6.9,0.2,0.35,1.7,0.036,33.0,101.0,0.9932,3.21,0.54,10.8,white,7.0
3738,7.0,0.3,0.32,1.2,0.053,38.0,138.0,0.9906,3.13,0.28,11.2,white,6.0
2716,6.1,0.6,0.02,2.4,0.069,26.0,46.0,0.9936,3.47,0.45,11.0,red,5.0
270,8.2,0.3,0.44,1.3,0.046,7.0,69.0,0.9944,3.14,0.62,10.2,white,4.0
5752,6.6,0.6,0.2,8.7,0.046,81.0,224.0,0.996,3.17,0.44,9.3,white,5.0
6226,6.8,0.5,0.32,13.2,0.044,54.0,221.0,0.9972,3.27,0.5,9.6,white,6.0
3880,6.0,0.3,0.27,2.3,0.042,19.0,120.0,0.9895,3.32,0.41,12.7,white,7.0
1258,6.6,0.2,0.33,10.1,0.032,8.0,81.0,0.9963,3.19,0.51,9.8,white,6.0
2441,6.2,0.3,0.16,7.0,0.045,30.0,136.0,0.9949,3.18,0.47,9.6,white,6.0
5410,5.7,0.3,0.36,1.8,0.041,38.0,90.0,0.99,3.27,0.98,11.9,white,7.0
5912,6.2,0.3,0.57,1.0,0.043,50.0,92.0,0.99,3.17,0.36,11.5,white,6.0
1411,9.1,0.4,0.5,1.8,0.071,7.0,16.0,0.9946,3.21,0.69,12.5,red,8.0
3584,6.9,0.5,0.36,3.5,0.03,31.0,135.0,0.9904,3.14,0.38,12.2,white,7.0
6234,7.5,1.1,0.1,3.1,0.086,5.0,12.0,0.9958,3.54,0.6,11.2,red,4.0
4577,7.1,0.7,0.16,1.9,0.1,15.0,77.0,0.9966,3.27,0.64,9.3,red,5.0
5471,7.4,0.3,0.37,9.4,0.047,42.0,147.0,0.9982,3.46,0.72,10.0,white,5.0
2354,8.2,0.4,0.24,2.3,0.063,10.0,28.0,0.9961,3.25,0.53,10.2,red,6.0
4310,7.2,0.4,0.46,2.1,0.074,24.0,44.0,0.9953,3.4,0.85,11.0,red,7.0
4225,7.8,0.6,0.09,2.3,0.065,34.0,45.0,0.9942,3.46,0.74,12.7,red,8.0
521,9.2,0.2,0.4,2.4,0.054,18.0,151.0,0.9952,3.04,0.46,9.3,white,4.0
2938,7.4,0.3,0.42,1.1,0.033,17.0,171.0,0.9917,3.12,0.53,11.3,white,6.0
5865,5.4,0.3,0.47,3.0,0.052,47.0,145.0,0.993,3.29,0.75,10.0,white,6.0
5590,7.0,0.3,0.36,20.7,0.045,45.0,170.0,1.001,3.0,0.45,8.8,white,6.0
372,7.3,0.7,0.02,2.2,0.072,31.0,92.0,0.9957,3.32,0.68,11.06666667,red,6.0
6059,7.6,0.3,0.34,18.35,0.054,44.0,197.0,1.0008,3.22,0.55,9.0,white,5.0
167,11.9,0.4,0.69,2.3,0.078,12.0,24.0,0.9958,3.0,0.65,12.8,red,6.0
5936,7.9,0.2,0.45,1.5,0.045,17.0,96.0,0.9917,3.13,0.39,11.0,white,6.0
5411,7.4,0.2,0.37,6.9,0.02,14.0,93.0,0.9939,3.0,0.48,10.7,white,7.0
3507,6.6,0.3,0.42,8.2,0.044,60.0,196.0,0.9956,3.14,0.48,9.4,white,5.0
3654,8.0,0.2,0.37,9.6,0.054,23.0,159.0,0.998,3.32,0.47,9.8,white,4.0
759,12.5,0.4,0.55,2.6,0.083,25.0,68.0,0.9995,3.15,0.82,10.4,red,6.0
4614,10.0,0.3,0.4,2.9,0.098,10.0,26.0,1.0006,3.48,0.91,9.7,red,5.0
4273,6.4,0.2,0.34,16.05,0.04,56.0,142.0,0.9968,3.11,0.38,10.6,white,5.0
64,6.4,0.2,0.29,1.8,0.044,21.0,115.0,0.9917,3.1,0.38,10.2,white,5.0
5986,7.1,0.3,0.6,2.1,0.074,17.0,25.0,0.9981,3.38,0.72,10.6,red,6.0
4396,7.3,0.3,0.23,13.7,0.05,49.0,197.0,0.9985,3.2,0.46,8.7,white,5.0
4671,5.8,0.6,0.01,8.4,0.041,31.0,104.0,0.9909,3.26,0.72,14.05,white,6.0
3488,7.6,0.3,0.29,2.5,0.059,37.0,115.0,0.9933,3.09,0.37,9.8,white,5.0
1642,7.1,0.3,0.24,13.1,0.05,52.0,204.0,0.998,3.1,0.49,8.8,white,5.0
3585,7.2,0.4,0.63,11.0,0.044,55.0,156.0,0.9974,3.09,0.44,8.7,white,6.0
5097,7.0,0.2,0.24,9.0,0.03,42.0,219.0,0.9964,3.47,0.46,10.2,white,6.0
4275,6.6,0.4,0.07,1.4,0.048,58.0,144.0,0.9922,3.17,0.38,10.0,white,5.0
3157,7.9,0.5,0.32,4.1,0.033,40.0,138.0,0.9912,3.18,0.44,12.8,white,7.0
3754,6.2,0.3,0.3,2.5,0.041,29.0,82.0,0.9906,3.31,0.61,11.8,white,6.0
1045,5.6,0.2,0.27,1.4,0.044,53.0,168.0,0.9918,3.28,0.37,10.1,white,6.0
4171,5.4,0.2,0.35,6.5,0.029,26.0,87.0,0.9909,3.29,0.44,12.5,white,7.0
5257,6.1,0.2,0.31,1.4,0.039,40.0,129.0,0.9919,3.45,0.59,10.9,white,5.0
277,6.7,0.4,0.24,5.4,0.035,33.0,115.0,0.9901,3.12,0.44,12.89333333,white,7.0
3156,6.7,0.2,0.36,1.1,0.026,63.0,143.0,0.9912,3.27,0.48,11.0,white,6.0
2513,12.3,0.4,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,red,5.0
6224,6.6,0.2,0.38,7.9,0.052,30.0,145.0,0.9947,3.32,0.56,11.0,white,7.0
6300,6.4,0.2,0.32,2.4,0.048,41.0,200.0,0.9938,3.5,0.5,9.7,white,6.0
2538,7.4,0.2,0.36,1.2,0.038,44.0,111.0,0.9926,3.36,0.34,9.9,white,6.0
817,10.4,0.4,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,red,6.0
5565,6.9,0.4,0.56,11.2,0.043,40.0,142.0,0.9975,3.14,0.46,8.7,white,5.0
4531,6.5,0.4,0.23,8.3,0.051,28.0,91.0,0.9952,3.44,0.55,12.1,red,6.0
5999,7.5,0.6,0.02,2.6,0.077,11.0,35.0,0.9956,3.36,0.62,10.8,red,6.0
2424,8.0,0.6,0.17,8.2,0.04,13.0,60.0,0.9956,3.09,0.3,9.5,white,4.0
1056,8.0,0.8,0.32,2.1,0.079,16.0,74.0,0.9966,3.27,0.5,9.8,red,6.0
2361,7.4,0.2,0.3,13.7,0.056,33.0,168.0,0.9982,2.9,0.44,8.7,white,7.0
1896,6.1,0.5,0.08,1.9,0.077,24.0,45.0,0.9953,3.6,0.68,10.3,red,6.0
804,8.8,0.3,0.44,6.35,0.024,9.0,87.0,0.9917,2.96,0.4,12.6,white,7.0
4521,7.5,0.6,0.02,2.6,0.077,11.0,35.0,0.9956,3.36,0.62,10.8,red,6.0
2337,6.1,0.1,0.25,3.3,0.04,10.0,69.0,0.9934,3.54,0.59,10.1,white,6.0
980,8.8,0.3,0.25,5.0,0.024,52.0,99.0,0.9925,2.87,0.49,11.4,white,5.0
3817,8.0,0.3,0.26,1.2,0.05,11.5,88.0,0.9946,3.24,0.37,9.5,white,4.0
5550,6.8,0.2,0.34,4.7,0.031,34.0,134.0,0.9927,3.21,0.38,10.6,white,6.0
2979,6.3,0.6,0.44,11.0,0.05,50.0,245.0,0.9972,3.19,0.57,9.3,white,4.0
3357,5.8,0.2,0.39,1.5,0.054,37.0,158.0,0.9932,3.21,0.52,9.3,white,6.0
2168,7.5,0.4,0.57,2.3,0.106,5.0,12.0,0.996,3.36,0.55,11.4,red,6.0
4570,5.2,0.2,0.45,3.8,0.027,21.0,128.0,0.992,3.55,0.49,11.2,white,8.0
4485,6.7,0.7,0.02,1.9,0.061,26.0,42.0,0.9949,3.39,0.82,10.9,red,6.0
1830,6.4,0.4,0.14,2.2,0.038,15.0,25.0,0.9951,3.44,0.65,11.1,red,6.0
4891,8.9,0.3,0.49,1.6,0.05,17.0,131.0,0.9956,3.13,0.34,9.4,white,5.0
3284,7.4,0.2,0.42,14.0,0.066,48.0,198.0,0.9979,2.89,0.42,8.9,white,6.0
1248,5.8,0.2,0.28,1.4,0.038,40.0,76.0,0.9871,3.1,0.29,13.9,white,7.0
3168,6.0,0.2,0.26,12.4,0.048,50.0,147.0,0.9972,3.3,0.36,8.9,white,6.0
2071,6.3,0.5,0.04,1.1,0.046,30.0,99.0,0.9928,3.24,0.36,9.6,white,6.0
288,6.2,0.4,0.39,2.5,0.077,6.0,14.0,0.9956,3.51,0.69,11.0,red,6.0
5346,5.3,0.6,0.07,7.1,0.044,34.0,145.0,0.9945,3.34,0.57,9.7,white,6.0
4146,7.4,0.6,0.19,1.8,0.082,15.0,34.0,0.9966,3.49,0.68,10.5,red,5.0
961,6.9,0.2,0.32,9.3,0.04,22.0,110.0,0.9958,3.34,0.54,10.7,white,7.0
610,6.9,0.2,0.26,5.2,0.024,36.0,135.0,0.9948,3.16,0.72,10.7,white,7.0
4727,7.2,0.4,0.15,2.0,0.029,27.0,87.0,0.9903,3.3,0.59,12.6,white,7.0
479,6.1,0.4,0.31,0.9,0.048,23.0,170.0,0.993,3.22,0.77,9.5,white,6.0
4092,6.4,0.2,0.32,2.4,0.048,41.0,200.0,0.9938,3.5,0.5,9.7,white,6.0
5548,7.1,0.3,0.46,1.5,0.066,29.0,133.0,0.9906,3.12,0.54,12.7,white,6.0
5666,8.7,0.2,0.32,13.4,0.044,35.0,169.0,0.9998,3.12,0.47,8.8,white,7.0
2394,6.4,0.8,0.04,2.2,0.061,11.0,17.0,0.9959,3.53,0.65,10.4,red,6.0
3528,7.1,0.2,0.36,1.2,0.043,21.0,90.0,0.9925,3.16,0.42,11.0,white,7.0
192,7.1,0.4,0.37,2.7,0.041,35.0,128.0,0.9896,3.07,0.43,13.5,white,7.0
5749,7.8,0.2,0.39,1.8,0.034,62.0,180.0,0.991,3.09,0.75,12.6,white,8.0
3087,5.8,0.3,0.18,1.2,0.031,40.0,114.0,0.9908,3.42,0.4,11.0,white,7.0
2813,7.0,0.6,0.13,2.2,0.075,15.0,35.0,0.9959,3.36,0.59,9.7,red,6.0
3274,6.1,0.4,0.0,1.6,0.063,36.0,87.0,0.9914,3.27,0.67,10.8,white,6.0
5594,12.8,0.8,0.63,2.4,0.088,13.0,35.0,0.9997,3.1,0.6,10.4,red,6.0
1805,7.1,0.3,0.49,1.6,0.045,31.0,100.0,0.9942,3.4,0.59,10.2,white,5.0
5193,5.5,0.4,0.09,1.6,0.019,18.0,68.0,0.9906,3.33,0.51,11.4,white,7.0
436,6.7,0.4,0.01,2.8,0.048,39.0,137.0,0.9942,3.24,0.35,9.5,white,5.0
400,6.0,0.3,0.27,2.3,0.044,20.0,117.0,0.9895,3.31,0.41,12.7,white,7.0
356,6.9,0.4,0.24,2.1,0.102,4.0,7.0,0.9946,3.44,0.58,11.4,red,4.0
4983,6.7,0.2,0.34,1.5,0.035,45.0,123.0,0.9895,3.24,0.36,12.6,white,6.0
6441,6.2,0.4,0.27,3.2,0.032,13.0,73.0,0.9894,2.9,0.69,12.6,white,7.0
4676,7.1,0.2,0.39,13.7,0.058,26.0,172.0,0.9976,2.9,0.46,9.0,white,6.0
1191,6.4,0.2,0.32,0.95,0.041,23.0,131.0,0.9903,3.25,0.35,11.8,white,5.0
5790,8.2,0.2,0.4,7.5,0.049,12.0,76.0,0.9966,3.06,0.84,9.7,white,6.0
1314,6.1,0.3,0.32,7.8,0.052,52.0,183.0,0.9966,3.39,0.65,9.5,white,5.0
2624,7.5,0.6,0.22,1.8,0.082,43.0,60.0,0.995,3.1,0.42,9.2,red,5.0
5625,7.0,0.4,0.35,2.5,0.048,67.0,161.0,0.9915,3.05,0.56,11.1,white,6.0
3846,5.8,0.2,0.49,1.1,0.048,21.0,98.0,0.9929,3.19,0.48,9.2,white,5.0
1718,6.4,0.2,0.34,1.4,0.023,56.0,115.0,0.9896,3.18,0.7,11.7,white,6.0
4376,7.0,0.2,0.32,1.1,0.032,29.0,80.0,0.9897,3.23,0.36,12.1,white,6.0
1837,10.0,0.4,0.45,6.2,0.071,6.0,14.0,0.997,3.21,0.49,11.8,red,7.0
5659,6.3,0.3,0.37,1.1,0.04,37.0,114.0,0.9905,3.0,0.39,10.9,white,6.0
4591,8.6,0.5,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,10.2,red,6.0
1892,6.1,0.2,0.36,2.0,0.038,20.0,249.5,0.9923,3.37,0.79,11.3,white,6.0
742,8.0,0.5,0.39,2.6,0.082,12.0,46.0,0.9985,3.43,0.62,10.7,red,6.0
702,6.4,0.2,0.34,1.4,0.023,56.0,115.0,0.9896,3.18,0.7,11.7,white,6.0
2174,9.5,0.8,0.22,1.9,0.077,6.0,32.0,0.9988,3.26,0.56,10.6,red,6.0
172,5.3,0.3,0.24,7.4,0.038,28.0,114.0,0.9931,3.38,0.51,11.0,white,6.0
255,7.0,0.1,0.4,1.7,0.035,16.0,85.0,0.9911,3.19,0.42,11.8,white,6.0
1173,9.6,0.7,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,red,5.0
5078,11.4,0.4,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62,9.2,red,6.0
425,6.9,0.3,0.16,1.4,0.051,15.0,96.0,0.994,3.22,0.38,9.5,white,4.0
3670,6.8,0.3,0.34,13.9,0.034,39.0,134.0,0.9949,3.33,0.53,12.0,white,6.0
3355,6.9,0.7,0.03,2.3,0.054,7.0,16.0,0.9951,3.45,0.63,11.5,red,6.0
662,7.4,0.4,0.34,1.8,0.075,18.0,38.0,0.9933,3.38,0.88,13.6,red,7.0
2425,6.6,0.6,0.01,2.7,0.034,56.0,122.0,0.9906,3.15,0.3,11.9,white,5.0
686,5.8,0.3,0.38,4.9,0.039,22.0,86.0,0.9896,3.23,0.58,13.1,white,7.0
2836,6.7,0.2,0.41,15.6,0.056,75.0,155.0,0.9995,3.2,0.44,8.8,white,6.0
292,9.9,0.4,0.55,2.1,0.062,5.0,14.0,0.9971,3.26,0.79,10.6,red,5.0
1501,8.2,0.2,0.34,5.1,0.062,8.0,22.0,0.9974,3.22,0.94,10.9,red,6.0
2282,7.9,0.5,0.34,2.5,0.076,8.0,17.0,0.9924,3.2,0.72,13.1,red,8.0
2935,6.5,0.2,0.33,8.0,0.051,16.0,131.0,0.9965,3.28,0.44,8.7,white,7.0
3934,7.3,0.1,0.32,14.4,0.051,34.0,109.0,0.9974,3.2,0.35,9.2,white,6.0
3297,6.9,0.2,0.28,5.0,0.058,14.0,146.0,0.9952,3.29,0.36,9.1,white,6.0
337,6.7,0.2,0.42,10.4,0.038,85.0,182.0,0.9963,3.04,0.44,8.9,white,6.0
4643,8.2,0.3,0.32,2.8,0.067,4.0,12.0,0.9947,3.3,0.76,12.8,red,7.0
3957,8.3,0.2,0.35,0.9,0.05,12.0,74.0,0.992,3.13,0.38,10.5,white,6.0
6133,7.8,0.3,0.29,3.15,0.044,41.0,117.0,0.9915,3.24,0.35,11.5,white,6.0
5225,7.1,0.2,0.36,10.7,0.044,20.0,90.0,0.9959,3.16,0.44,10.9,white,7.0
5913,6.3,0.3,0.42,7.1,0.045,62.0,209.0,0.9954,3.2,0.53,9.5,white,6.0
4929,5.6,0.3,0.26,1.1,0.035,40.0,102.0,0.9915,3.47,0.56,10.6,white,6.0
3364,7.4,0.2,0.3,13.7,0.056,33.0,168.0,0.9982,2.9,0.44,8.7,white,7.0
1004,6.8,0.3,0.56,11.9,0.043,66.0,230.0,0.9972,3.02,0.63,9.3,white,5.0
2201,8.0,0.4,0.36,5.0,0.037,34.0,101.0,0.992,3.13,0.57,12.3,white,6.0
5390,7.9,0.2,0.49,3.8,0.042,26.0,105.0,0.993,3.1,0.39,10.5,white,5.0
4444,6.7,0.2,0.26,1.55,0.041,118.5,216.0,0.9949,3.55,0.63,9.4,white,3.0
4232,7.4,0.2,0.42,2.1,0.036,33.0,187.0,0.9938,3.4,0.41,10.6,white,7.0
3204,6.7,0.3,0.44,18.5,0.057,65.0,224.0,0.9996,3.11,0.53,9.1,white,5.0
2899,5.1,0.5,0.18,2.1,0.042,16.0,101.0,0.9924,3.46,0.87,12.9,red,7.0
1640,7.5,0.2,0.34,2.6,0.037,33.0,125.0,0.9923,3.1,0.49,11.1,white,7.0
974,7.6,0.4,0.49,11.3,0.046,87.0,221.0,0.9984,3.01,0.43,9.2,white,5.0
5186,7.3,0.2,0.29,1.6,0.034,29.0,118.0,0.9917,3.3,0.5,11.0,white,8.0
1680,5.1,0.4,0.0,1.8,0.044,18.0,88.0,0.9916,3.68,0.73,13.6,red,7.0
4996,9.4,0.2,0.23,1.6,0.042,14.0,67.0,0.9942,3.07,0.32,9.5,white,5.0
2302,6.6,0.4,0.36,9.2,0.061,42.0,214.0,0.9976,3.31,0.56,9.4,white,5.0
5404,7.1,0.4,0.37,2.7,0.041,35.0,128.0,0.9896,3.07,0.43,13.5,white,7.0
333,6.8,0.2,0.32,7.05,0.019,54.0,188.0,0.9935,3.25,0.37,11.1,white,8.0
4023,6.7,0.3,0.32,14.5,0.038,6.0,79.0,0.9941,3.14,0.34,12.5,white,5.0
2710,6.6,0.4,0.15,4.6,0.044,25.0,78.0,0.9931,3.11,0.38,10.2,white,6.0
731,6.4,0.2,0.74,11.9,0.046,54.0,168.0,0.9978,3.58,0.68,10.1,white,5.0
4424,7.0,0.4,0.02,1.9,0.08,15.0,28.0,0.9949,3.35,0.81,10.6,red,6.0
4900,7.5,0.2,0.32,8.2,0.024,53.0,209.0,0.9956,3.12,0.46,10.8,white,6.0
2195,8.1,0.2,0.43,1.5,0.044,28.0,129.0,0.9938,3.22,0.45,11.0,white,6.0
5774,6.9,0.2,0.39,1.3,0.063,18.0,136.0,0.9928,3.31,0.48,10.4,white,7.0
1431,8.4,0.2,0.31,6.7,0.038,29.0,132.0,0.9945,3.1,0.32,10.6,white,7.0
3571,7.5,0.4,0.33,9.2,0.043,19.0,116.0,0.9944,3.08,0.42,11.4,white,6.0
3940,7.2,0.4,0.46,2.1,0.074,24.0,44.0,0.9953,3.4,0.85,11.0,red,7.0
3071,5.9,0.2,0.3,1.3,0.052,42.0,86.0,0.9907,3.31,0.47,11.55,white,6.0
3502,7.9,0.3,0.41,2.0,0.044,50.0,152.0,0.9934,3.45,0.49,10.7,white,8.0
4107,7.0,0.1,0.32,4.6,0.057,59.0,144.0,0.9956,3.55,0.44,9.4,white,7.0
4223,5.6,0.3,0.27,10.6,0.03,27.0,119.0,0.9947,3.4,0.34,10.7,white,7.0
2327,8.5,0.3,0.35,1.7,0.061,6.0,15.0,0.9952,3.3,0.74,11.8,red,7.0
4181,7.2,0.3,0.4,13.6,0.045,66.0,231.0,0.9977,3.08,0.59,9.6,white,6.0
216,10.6,0.4,0.6,2.2,0.152,7.0,18.0,0.9986,3.04,1.06,9.4,red,5.0
5044,9.6,0.5,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,red,6.0
1898,10.2,0.7,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,red,5.0
3887,7.1,0.2,0.28,1.2,0.04,31.0,111.0,0.9917,3.18,0.53,11.1,white,5.0
3740,6.0,0.3,0.24,3.3,0.041,25.0,143.0,0.9914,3.31,0.44,11.3,white,6.0
419,6.4,0.4,0.21,2.2,0.047,26.0,48.0,0.9966,3.47,0.77,9.7,red,6.0
