id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,quality
5874,8.2,0.4,0.29,7.6,0.035,37.0,122.0,0.9939,3.16,0.34,12.0,white,5.0
2144,7.3,0.3,0.42,14.4,0.04,49.0,173.0,0.9994,3.28,0.82,9.0,white,7.0
1207,7.0,0.4,0.35,2.5,0.048,67.0,161.0,0.9915,3.05,0.56,11.1,white,6.0
4088,6.0,0.5,0.0,2.3,0.068,15.0,33.0,0.9929,3.58,0.59,12.5,red,6.0
3188,7.7,0.3,0.33,6.7,0.037,32.0,155.0,0.9951,3.39,0.62,10.7,white,7.0
3421,7.6,0.5,0.49,13.0,0.239,42.0,220.0,0.9988,2.96,0.51,9.2,white,5.0
2097,6.2,0.5,0.14,1.9,0.056,15.0,34.0,0.994,3.48,0.57,11.5,red,6.0
4652,6.5,0.3,0.35,15.4,0.042,55.0,195.0,0.9978,3.23,0.5,9.6,white,6.0
620,5.2,0.5,0.26,2.3,0.09,23.0,74.0,0.9953,3.71,0.62,12.2,red,6.0
3848,9.3,0.8,0.27,2.8,0.078,24.0,56.0,0.9984,3.31,0.67,10.6,red,6.0
2646,7.7,0.3,0.39,8.9,0.036,8.0,117.0,0.9935,3.06,0.38,12.0,white,7.0
4514,6.6,0.3,0.41,7.0,0.046,59.0,194.0,0.9956,3.14,0.48,9.4,white,5.0
2884,7.5,0.3,0.35,6.0,0.034,12.0,126.0,0.9924,3.16,0.39,12.0,white,7.0
732,6.6,0.3,0.41,7.0,0.046,59.0,194.0,0.9956,3.14,0.48,9.4,white,5.0
4393,11.9,0.4,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,red,6.0
5908,5.1,0.1,0.25,0.7,0.039,15.0,89.0,0.9919,3.22,0.43,9.2,white,6.0
2765,8.0,0.3,0.36,2.0,0.054,30.0,121.0,0.992,3.09,0.72,11.6,white,6.0
5745,9.5,0.7,0.1,2.1,0.079,6.0,31.0,0.9986,3.23,0.56,10.1,red,6.0
5535,7.8,0.2,0.46,13.6,0.052,38.0,118.0,0.998,3.15,0.5,10.0,white,6.0
132,6.4,0.4,0.28,1.1,0.055,9.0,160.0,0.994,3.42,0.5,9.1,white,7.0
5418,6.7,0.3,0.42,6.4,0.058,27.0,151.0,0.9954,3.16,0.44,9.6,white,5.0
4058,7.4,0.8,0.19,5.2,0.094,19.0,98.0,0.9971,3.16,0.52,9.566666667,red,6.0
6260,7.5,0.3,0.41,2.4,0.065,34.0,60.0,0.9949,3.34,0.85,11.4,red,6.0
118,10.4,0.2,0.49,1.8,0.075,6.0,20.0,0.9977,3.18,1.06,11.0,red,6.0
2696,6.4,0.2,0.35,1.0,0.045,39.0,108.0,0.9911,3.31,0.35,10.9,white,6.0
650,8.3,0.1,0.34,1.1,0.042,7.0,47.0,0.9934,3.47,0.4,10.2,white,6.0
3352,7.3,0.2,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,white,7.0
1282,6.6,0.3,0.42,8.2,0.044,60.0,196.0,0.9956,3.14,0.48,9.4,white,5.0
111,7.6,0.2,0.6,2.1,0.046,47.0,165.0,0.9936,3.05,0.54,10.1,white,7.0
108,6.0,0.5,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,red,6.0
2853,5.8,0.2,0.31,4.5,0.046,42.0,124.0,0.9932,3.31,0.64,10.8,white,6.0
4052,6.7,0.2,0.29,5.0,0.058,28.0,105.0,0.9946,3.52,0.44,10.2,white,7.0
4248,6.4,0.3,0.44,3.6,0.197,75.0,183.0,0.9942,3.01,0.38,9.1,white,5.0
5662,6.7,0.3,0.25,8.0,0.053,54.0,202.0,0.9961,3.22,0.43,9.3,white,5.0
5331,6.2,0.4,0.35,2.0,0.046,31.0,95.0,0.9882,3.06,0.46,13.6,white,6.0
3038,5.8,0.5,0.0,1.4,0.033,40.0,107.0,0.9892,3.26,0.35,12.4,white,5.0
4946,6.8,0.4,0.32,2.4,0.048,35.0,103.0,0.9911,3.28,0.46,12.0,white,8.0
4103,7.2,0.4,0.63,11.0,0.044,55.0,156.0,0.9974,3.09,0.44,8.7,white,6.0
6201,4.8,0.1,0.32,1.2,0.042,40.0,98.0,0.9898,3.42,0.64,11.8,white,7.0
3382,7.2,0.2,0.39,2.3,0.033,29.0,102.0,0.9908,3.26,0.54,12.3,white,7.0
6049,6.7,0.2,0.64,2.1,0.059,24.0,52.0,0.9949,3.34,0.71,11.2,red,6.0
4867,6.5,0.1,0.33,1.9,0.028,23.0,93.0,0.991,3.34,0.7,12.0,white,7.0
155,7.3,0.2,0.37,1.9,0.041,51.0,165.0,0.9908,3.26,0.4,12.2,white,8.0
1715,8.2,0.7,0.3,2.1,0.047,17.0,138.0,0.995,3.22,0.71,10.8,white,4.0
432,9.0,0.4,0.34,2.5,0.08,26.0,86.0,0.9987,3.38,0.62,9.5,red,6.0
5263,8.0,0.4,0.36,8.8,0.026,50.0,151.0,0.9927,3.07,0.25,12.7,white,8.0
5617,7.3,0.2,0.3,8.2,0.047,42.0,207.0,0.9966,3.33,0.46,9.5,white,6.0
6362,7.2,0.1,0.46,1.3,0.044,48.0,111.0,0.9913,2.97,0.45,11.1,white,5.0
3349,6.7,0.3,0.42,6.4,0.057,25.0,148.0,0.9955,3.16,0.45,9.6,white,5.0
1954,9.2,0.1,0.37,1.1,0.034,36.0,84.0,0.9914,3.05,0.55,11.6,white,6.0
1775,7.5,0.4,0.48,2.6,0.073,22.0,84.0,0.9972,3.32,0.7,9.6,red,4.0
3525,8.3,0.3,0.4,7.8,0.041,38.0,194.0,0.9976,3.34,0.51,9.6,white,6.0
4731,8.0,0.7,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56,10.2,red,6.0
2761,6.9,0.1,0.36,2.2,0.037,18.0,111.0,0.9919,3.41,0.82,11.9,white,8.0
4278,6.1,0.4,0.0,1.6,0.063,36.0,87.0,0.9914,3.27,0.67,10.8,white,6.0
5060,6.4,0.3,0.28,4.0,0.04,24.0,81.0,0.9903,3.26,0.64,12.6,white,7.0
477,6.4,0.4,0.53,2.2,0.23,19.0,35.0,0.9934,3.37,0.93,12.4,red,6.0
2923,6.9,0.4,0.22,4.2,0.031,10.0,102.0,0.993,3.0,0.86,11.6,white,4.0
4193,7.7,1.0,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,red,5.0
4174,5.4,0.7,0.09,1.7,0.089,16.0,26.0,0.994,3.67,0.56,11.6,red,6.0
729,7.1,0.3,0.27,10.4,0.041,26.0,114.0,0.9934,3.04,0.52,11.5,white,7.0
5340,6.3,0.3,0.34,1.6,0.049,14.0,132.0,0.994,3.3,0.49,9.5,white,6.0
3405,6.6,0.2,0.39,1.45,0.04,40.0,89.0,0.9911,3.35,0.4,11.4,white,6.0
5321,5.8,0.3,0.38,4.9,0.039,22.0,86.0,0.9896,3.23,0.58,13.1,white,7.0
3821,5.3,0.6,0.07,6.9,0.043,34.0,149.0,0.9944,3.34,0.57,9.7,white,5.0
2982,7.4,0.2,0.35,2.1,0.038,30.0,116.0,0.9949,3.49,0.77,10.3,white,7.0
51,8.1,0.3,0.35,1.7,0.03,38.0,103.0,0.9926,3.22,0.63,10.4,white,8.0
717,6.8,0.3,0.29,16.95,0.056,48.0,179.0,0.9998,3.45,0.4,9.6,white,5.0
1141,7.0,0.2,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,red,5.0
5437,6.6,0.3,0.49,7.7,0.05,52.0,220.0,0.9964,3.12,0.45,8.8,white,5.0
1613,6.5,0.5,0.17,1.4,0.047,5.0,26.0,0.9932,3.26,0.32,10.0,white,4.0
2126,7.2,0.2,0.32,8.5,0.058,47.0,186.0,0.9956,3.19,0.4,9.9,white,6.0
4095,9.1,0.4,0.35,2.4,0.08,23.0,78.0,0.9987,3.38,0.62,9.5,red,5.0
81,6.5,0.3,0.32,2.0,0.044,34.0,90.0,0.9918,3.37,0.68,11.0,white,7.0
3692,6.0,0.3,0.21,1.3,0.055,42.0,168.0,0.9914,3.32,0.43,11.1,white,6.0
2057,5.8,0.4,0.42,4.4,0.047,38.5,245.0,0.9937,3.25,0.57,9.6,white,6.0
415,7.5,0.3,0.36,15.7,0.05,29.0,124.0,0.9968,3.06,0.54,10.4,white,5.0
5032,7.3,0.2,0.42,14.2,0.041,57.0,182.0,0.9996,3.29,0.75,9.1,white,7.0
1040,11.7,0.4,0.63,2.2,0.073,7.0,23.0,0.9997,3.21,0.69,10.9,red,6.0
6024,6.9,0.8,0.21,4.1,0.074,16.0,65.0,0.9984,3.53,0.72,9.233333333,red,6.0
6479,5.3,0.2,0.33,1.3,0.033,25.0,97.0,0.9906,3.59,0.38,11.0,white,8.0
6102,6.8,0.3,0.36,7.0,0.043,60.0,207.0,0.9956,3.16,0.49,9.6,white,6.0
969,6.9,0.3,0.4,8.2,0.036,15.0,95.0,0.9944,3.17,0.33,10.2,white,5.0
4236,5.8,0.2,0.33,4.2,0.038,49.0,133.0,0.9911,3.16,0.42,11.3,white,7.0
1135,5.8,0.3,0.24,9.2,0.044,55.0,152.0,0.9961,3.31,0.38,9.4,white,5.0
982,9.0,0.4,0.53,2.1,0.102,19.0,76.0,0.99,2.93,0.57,12.9,white,5.0
1334,6.9,0.1,0.35,5.4,0.048,36.0,108.0,0.9939,3.32,0.42,10.2,white,6.0
6458,6.9,0.3,0.26,2.3,0.03,11.0,103.0,0.9911,3.06,0.42,11.1,white,6.0
4885,6.6,0.2,0.24,8.6,0.034,25.0,135.0,0.9958,3.33,0.59,10.3,white,6.0
4828,7.1,0.2,0.32,2.2,0.037,28.0,141.0,0.993,3.2,0.57,10.0,white,7.0
2823,6.7,0.3,0.44,18.75,0.057,65.0,224.0,0.9996,3.11,0.53,9.1,white,5.0
4068,7.0,0.5,0.0,2.1,0.079,39.0,55.0,0.9956,3.39,0.84,11.4,red,6.0
6203,5.0,0.2,0.4,1.9,0.015,20.0,98.0,0.9897,3.37,0.55,12.05,white,6.0
5188,6.9,0.2,0.35,1.3,0.039,29.0,191.0,0.9908,3.13,0.52,11.0,white,6.0
1496,7.1,0.2,0.34,5.3,0.034,33.0,104.0,0.9953,3.37,0.52,9.3,white,6.0
484,8.0,0.2,0.36,1.5,0.047,17.0,129.0,0.9948,3.2,0.54,10.0,white,6.0
1404,8.6,0.6,0.68,1.8,0.403,19.0,56.0,0.9963,3.02,1.15,9.3,red,5.0
874,8.3,0.3,0.42,1.15,0.033,18.0,96.0,0.9911,3.2,0.32,12.4,white,3.0
4853,12.5,0.4,0.6,2.6,0.081,31.0,72.0,0.9996,3.1,0.73,10.5,red,5.0
5212,6.8,0.3,0.56,11.9,0.043,64.0,226.0,0.997,3.02,0.63,9.3,white,5.0
782,6.4,0.7,0.08,2.1,0.045,19.0,48.0,0.9949,3.49,0.49,11.4,red,6.0
5347,6.3,0.3,0.29,3.3,0.037,32.0,140.0,0.9895,3.17,0.36,12.8,white,7.0
5334,5.3,0.6,0.34,1.4,0.031,3.0,60.0,0.9885,3.27,0.38,13.0,white,6.0
5716,11.1,0.4,0.73,3.2,0.066,6.0,22.0,0.9986,3.17,0.66,11.2,red,6.0
2755,7.8,0.6,0.35,2.2,0.074,21.0,66.0,0.9974,3.25,0.56,9.2,red,5.0
4984,7.9,0.2,0.4,1.2,0.039,38.0,107.0,0.992,3.21,0.54,10.8,white,6.0
4220,7.5,0.3,0.34,4.2,0.028,36.0,116.0,0.991,2.99,0.41,12.3,white,8.0
4246,6.5,0.3,0.32,6.65,0.059,34.0,104.0,0.9925,3.18,0.42,11.1,white,5.0
66,6.2,0.2,0.26,9.7,0.03,39.0,102.0,0.9908,3.08,0.56,12.9,white,7.0
828,7.6,1.6,0.0,2.1,0.137,5.0,9.0,0.9948,3.5,0.4,10.9,red,3.0
1679,7.5,0.6,0.2,2.0,0.073,34.0,44.0,0.9949,3.1,0.43,9.3,red,5.0
3538,6.6,0.9,0.02,2.4,0.062,15.0,23.0,0.9963,3.54,0.6,11.0,red,6.0
1877,5.4,0.6,0.07,7.0,0.045,36.0,147.0,0.9944,3.34,0.57,9.7,white,6.0
6147,6.6,0.2,0.58,1.1,0.133,52.0,136.0,0.9932,3.1,0.3,9.1,white,5.0
2947,6.9,0.1,0.28,13.3,0.05,47.0,132.0,0.9966,3.34,0.42,10.1,white,6.0
5122,8.3,0.6,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,9.3,red,5.0
3658,8.8,0.5,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79,14.0,red,6.0
2301,5.9,0.4,0.0,1.6,0.042,3.0,11.0,0.9944,3.48,0.85,11.7,red,6.0
1192,6.0,0.5,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,red,6.0
3640,7.4,0.2,0.42,14.0,0.066,48.0,198.0,0.9979,2.89,0.42,8.9,white,6.0
1692,5.2,0.2,0.27,3.2,0.047,16.0,93.0,0.9924,3.44,0.53,10.1,white,7.0
2900,5.7,0.4,0.21,1.9,0.048,30.0,112.0,0.9914,3.29,0.55,11.2,white,6.0
5564,8.6,0.6,0.35,15.55,0.057,35.5,366.5,1.0001,3.04,0.63,11.0,white,3.0
5352,6.6,0.4,0.36,9.2,0.061,42.0,214.0,0.9976,3.31,0.56,9.4,white,5.0
3017,6.4,0.5,0.4,2.4,0.071,8.0,19.0,0.9963,3.56,0.73,10.6,red,6.0
5165,7.6,0.4,0.49,11.3,0.046,87.0,221.0,0.9984,3.01,0.43,9.2,white,5.0
4649,11.0,0.3,0.68,2.55,0.085,10.0,25.0,0.997,3.18,0.61,11.8,red,5.0
2820,6.5,0.9,0.0,1.6,0.052,9.0,17.0,0.9947,3.5,0.63,10.9,red,6.0
5917,6.8,0.6,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,red,6.0
3140,7.5,0.3,0.24,4.6,0.053,8.0,134.0,0.9958,3.14,0.5,9.1,white,3.0
2383,7.2,0.4,0.15,2.0,0.078,10.0,28.0,0.9961,3.29,0.51,9.9,red,6.0
6010,7.0,0.2,0.18,1.3,0.046,9.0,62.0,0.994,3.38,0.47,10.1,white,4.0
743,6.2,0.3,0.43,7.8,0.056,48.0,244.0,0.9956,3.1,0.51,9.0,white,6.0
1921,5.9,0.5,0.0,1.9,0.077,25.0,44.0,0.9938,3.5,0.53,11.2,red,5.0
1606,6.8,0.2,0.4,1.8,0.047,34.0,105.0,0.99,3.13,0.49,12.8,white,8.0
5569,8.1,0.7,0.7,2.2,0.098,25.0,129.0,0.9972,3.08,0.53,9.0,red,5.0
263,8.0,0.3,0.24,1.2,0.044,20.0,102.0,0.9929,3.28,0.42,10.9,white,5.0
4963,8.6,0.7,0.1,1.6,0.092,3.0,12.0,0.9974,3.31,0.65,9.55,red,6.0
4374,8.3,1.0,0.02,3.4,0.084,6.0,11.0,0.9989,3.48,0.49,11.0,red,3.0
6165,6.5,0.2,0.54,8.5,0.082,64.0,163.0,0.9959,2.89,0.39,8.8,white,6.0
3799,7.1,0.2,0.39,13.7,0.058,26.0,172.0,0.9976,2.9,0.46,9.0,white,6.0
6345,5.9,0.3,0.23,4.2,0.038,42.0,119.0,0.9924,3.15,0.5,11.0,white,5.0
2320,6.9,0.2,0.4,7.5,0.04,50.0,151.0,0.9927,3.11,0.27,11.4,white,6.0
4530,5.7,0.2,0.25,1.1,0.05,97.0,175.0,0.991,3.44,0.62,11.1,white,6.0
6066,6.7,0.1,0.29,5.3,0.051,31.0,122.0,0.9944,3.44,0.37,9.7,white,6.0
867,7.6,0.3,0.49,20.15,0.06,30.0,145.0,1.002,3.01,0.44,8.5,white,5.0
1647,7.0,0.3,0.36,20.7,0.045,45.0,170.0,1.001,3.0,0.45,8.8,white,6.0
226,8.7,0.7,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,red,6.0
5098,5.6,0.2,0.25,9.7,0.032,12.0,68.0,0.994,3.31,0.34,10.5,white,5.0
6489,10.5,0.6,0.49,2.1,0.07,14.0,47.0,0.9991,3.3,0.56,9.6,red,4.0
22,8.2,0.2,0.34,5.1,0.062,8.0,22.0,0.9974,3.22,0.94,10.9,red,6.0
2430,6.3,0.2,0.33,1.5,0.036,15.0,105.0,0.991,3.32,0.42,11.2,white,6.0
3152,7.5,0.7,0.07,2.5,0.058,5.0,9.0,0.9963,3.38,0.55,10.9,red,4.0
41,5.9,0.2,0.31,5.8,0.041,53.0,155.0,0.9945,3.52,0.46,10.5,white,6.0
3717,7.3,0.2,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,white,7.0
865,6.4,0.2,0.29,1.0,0.038,18.0,122.0,0.9906,3.3,0.42,11.5,white,5.0
4440,6.7,0.2,0.39,2.5,0.172,63.0,158.0,0.9937,3.11,0.36,9.4,white,6.0
2779,6.8,0.3,0.24,7.8,0.052,54.0,214.0,0.9961,3.13,0.47,8.9,white,5.0
749,5.9,0.2,0.21,1.7,0.045,57.0,135.0,0.9934,3.32,0.44,9.5,white,5.0
585,5.7,0.4,0.21,6.7,0.038,51.0,166.0,0.9941,3.29,0.63,10.0,white,6.0
1662,7.0,0.3,0.26,7.4,0.069,28.0,160.0,0.9954,3.13,0.46,9.8,white,6.0
4838,5.6,0.2,0.3,10.2,0.028,28.0,131.0,0.9954,3.49,0.42,10.8,white,7.0
4804,7.4,0.2,0.3,13.7,0.056,33.0,168.0,0.9982,2.9,0.44,8.7,white,7.0
683,8.3,0.3,0.37,1.4,0.076,8.0,23.0,0.9974,3.26,0.7,9.6,red,6.0
452,7.1,0.2,0.3,0.9,0.019,4.0,28.0,0.9893,3.2,0.36,12.0,white,6.0
2784,7.2,0.7,0.21,9.5,0.07,33.0,172.0,0.9971,3.0,0.55,9.1,white,6.0
6002,6.6,0.2,0.28,1.8,0.042,62.0,178.0,0.992,3.15,0.42,10.2,white,5.0
1423,7.2,0.7,0.33,2.5,0.068,34.0,102.0,0.9941,3.27,0.78,12.8,red,6.0
644,8.4,0.4,0.53,1.8,0.413,9.0,26.0,0.9979,3.06,1.06,9.1,red,6.0
2591,6.3,0.3,0.27,1.2,0.046,34.0,175.0,0.9934,3.37,0.54,9.4,white,6.0
1814,7.0,0.2,0.32,8.3,0.045,38.0,126.0,0.9958,3.21,0.34,9.2,white,5.0
280,8.8,0.2,0.3,5.0,0.028,34.0,120.0,0.9924,2.94,0.47,11.2,white,5.0
435,5.1,0.3,0.3,2.3,0.048,40.0,150.0,0.9894,3.29,0.46,12.2,white,6.0
5996,5.8,0.4,0.26,1.1,0.058,20.0,140.0,0.9927,3.27,0.43,9.7,white,6.0
2913,7.1,0.7,0.0,2.4,0.052,6.0,11.0,0.9932,3.35,0.66,12.7,red,7.0
3418,7.0,0.2,0.37,1.5,0.028,26.0,75.0,0.9922,3.3,0.46,10.8,white,7.0
1757,8.9,0.3,0.33,8.1,0.024,47.0,202.0,0.9956,3.13,0.46,10.8,white,6.0
2882,6.0,0.4,0.34,7.6,0.045,25.0,118.0,0.9922,3.03,0.37,11.0,white,6.0
6497,6.8,0.6,0.08,1.9,0.068,28.0,38.0,0.9965,3.42,0.82,9.5,red,6.0
5285,7.8,0.2,0.41,3.7,0.042,37.0,149.0,0.9954,3.36,0.45,10.0,white,6.0
1038,6.6,0.2,0.34,5.1,0.055,34.0,125.0,0.9942,3.36,0.42,9.6,white,5.0
1356,7.2,0.5,0.13,2.0,0.058,18.0,22.0,0.9957,3.21,0.68,9.9,red,6.0
3638,5.6,0.2,0.32,1.2,0.024,29.0,97.0,0.9882,3.2,0.46,13.05,white,7.0
640,7.1,0.3,0.29,12.4,0.044,62.0,240.0,0.9969,3.04,0.42,9.2,white,6.0
2527,6.4,0.1,0.29,5.85,0.042,24.0,99.0,0.992,3.23,0.32,12.0,white,7.0
766,7.5,0.3,0.36,7.0,0.036,45.0,164.0,0.9939,3.03,0.33,11.0,white,5.0
30,6.6,0.2,0.41,8.9,0.046,51.0,169.0,0.9954,3.14,0.57,9.8,white,6.0
5498,6.5,0.1,0.29,1.95,0.038,73.0,166.0,0.989,3.12,0.25,12.9,white,7.0
95,6.9,0.5,0.32,13.2,0.05,53.0,236.0,0.9973,3.2,0.5,9.6,white,5.0
1143,6.3,0.4,0.22,7.3,0.035,23.0,117.0,0.9917,3.2,0.39,11.94,white,7.0
2095,6.6,0.5,0.04,2.5,0.031,48.0,111.0,0.9906,3.14,0.32,11.9,white,5.0
5629,7.2,0.4,0.44,2.6,0.066,22.0,48.0,0.9949,3.3,0.84,11.5,red,6.0
5846,6.9,0.3,0.23,8.6,0.056,56.0,215.0,0.9967,3.17,0.44,8.8,white,5.0
5262,7.7,0.2,0.52,5.9,0.017,21.0,84.0,0.9929,3.14,0.4,11.9,white,7.0
5495,5.6,0.3,0.28,1.2,0.031,33.0,97.0,0.9913,3.49,0.58,10.9,white,6.0
4408,8.4,0.2,0.31,5.4,0.052,47.0,150.0,0.9953,3.24,0.38,9.8,white,5.0
2007,8.5,0.3,0.42,2.3,0.075,12.0,19.0,0.9943,3.14,0.71,11.8,red,7.0
2948,8.1,0.4,0.42,6.6,0.033,36.0,141.0,0.9918,2.98,0.39,13.3,white,7.0
2864,10.6,0.4,0.57,2.3,0.087,6.0,20.0,0.9968,3.14,0.72,11.1,red,7.0
2668,7.8,0.5,0.49,7.0,0.043,29.0,149.0,0.9952,3.21,0.33,10.0,white,5.0
1366,6.8,0.3,0.44,9.3,0.031,35.0,137.0,0.9946,3.16,0.36,10.4,white,6.0
5465,9.1,0.5,0.33,1.3,0.07,9.0,30.0,0.9978,3.24,0.6,9.3,red,5.0
4646,6.1,0.3,0.56,2.7,0.046,46.0,184.0,0.9924,3.31,0.57,10.9,white,6.0
734,6.7,0.3,0.34,6.6,0.067,35.0,156.0,0.9954,3.11,0.48,9.3,white,6.0
5090,8.3,0.3,0.37,1.4,0.076,8.0,23.0,0.9974,3.26,0.7,9.6,red,6.0
1579,6.3,0.3,0.29,3.3,0.037,32.0,140.0,0.9895,3.17,0.36,12.8,white,7.0
5688,7.2,0.2,0.36,2.5,0.028,22.0,157.0,0.9938,3.48,0.49,10.6,white,6.0
